"BRK.B","CELG","DOW","EMR","HAL","MA","MRK","PEP","PM","SPG"
"12574",1266500,1018400,438500,434600,308100,897100,509400,968600,884300,1853200
"12575",1276800,1028300,420300,430600,297000,860700,511500,956800,874500,1863500
"12576",1259000,1092400,416300,429100,286900,857900,509000,942200,862100,1827900
"12577",1256000,1061100,418500,430400,294200,863600,509400,940400,857500,1828700
"12578",1252800,1056100,422900,429900,287200,865700,513000,961800,870500,1890900
"12579",1263400,1025800,428400,431700,308900,887300,511500,939100,862400,1847700
"12580",1288800,1064600,446600,441100,319900,915100,520400,962500,881300,1877300
"12581",1292500,1099400,465100,444000,326800,905700,513500,976200,870200,1871700
"12582",1279400,1026000,452100,437400,312900,902700,512100,974400,889800,1867000
"12583",1289600,987900,416000,457700,316700,885000,502600,991200,899200,1858200
"12584",1292600,1120800,462400,445700,327100,918700,517200,974500,868900,1916100
"12585",1245200,1072200,423000,424400,294100,871800,510400,962500,870000,1855800
"12586",1264500,968800,415500,445600,304200,839400,492400,977000,892300,1867700
"12587",1263300,1025300,428200,431600,308900,887200,511300,939000,862200,1847300
"12588",1258600,1090700,415900,429100,286600,857400,508800,941900,862100,1828000
"12589",1311600,1165400,482900,463100,332700,931600,523800,994500,876300,1949000
"12590",1262600,1024500,428000,431400,308800,886700,511100,938600,861900,1847100
"12591",1289400,988500,416100,457700,316600,884900,502400,991100,899100,1857800
"12592",1279400,1025900,452200,437300,312900,902800,512200,974300,889900,1867500
"12593",1263300,1024100,427900,431300,308700,886500,511000,938300,861600,1846800
"12594",1253100,1055300,423000,429900,287100,865600,512900,962000,870400,1891200
"12595",1264500,968700,415300,445600,304200,839500,492500,976900,892300,1869700
"12596",1283200,1063400,448000,442000,311900,913200,518500,977900,890200,1852800
"12597",1292300,1099200,465100,444100,326800,905800,513200,976200,870000,1871200
"12598",1256500,1061700,418700,430600,294800,863800,509300,940200,857500,1828800
"12599",1267400,1020200,438800,435000,308000,898000,510200,969300,884800,1854300
"12600",1306200,1176600,495600,468700,344200,947500,530800,993700,876300,1965000
"12601",1292300,1120300,462500,445600,327000,917900,517100,974000,868400,1915400
"12602",1250900,1020500,416900,432300,289700,846700,499700,957500,876500,1856600
"12603",1297200,1164300,494400,469700,344200,938400,520800,980000,861200,1905100
"12604",1244500,1072800,422800,424400,294100,871400,510500,962200,870000,1856100
"12605",1252800,1055000,422800,429700,287100,865200,512900,961900,870400,1889900
"12606",1279500,1025400,452300,437300,312900,902500,511900,974100,889700,1866800
"12607",1268200,1020800,439000,435300,308200,898600,510400,969700,885200,1855800
"12608",1262700,1024300,427900,431300,308700,886400,510800,938200,861500,1847400
"12609",1289700,989600,416000,457900,316500,885300,502700,991300,899400,1857700
"12610",1312500,1165900,483000,463400,332800,932300,524100,994700,876800,1948600
"12611",1277100,1029700,420800,430900,297500,861000,511700,957500,874900,1864200
"12612",1288800,1064000,446500,441100,320100,915300,520200,962600,881600,1876700
"12613",1256300,1061900,418700,430500,294800,863600,509400,940700,857700,1829400
"12614",1251400,1022000,417000,432500,289800,847200,500100,957800,876700,1856900
"12615",1306000,1176000,495600,468700,344200,947300,530600,993600,876200,1964700
"12616",1264600,968900,415400,445500,304300,839200,492400,976900,892100,1869700
"12617",1293100,1099900,465200,443900,326800,906300,513300,976500,870200,1871900
"12618",1267300,1019900,438700,435000,308100,898100,510000,969200,884800,1855400
"12619",1292100,1120100,462500,445700,327100,917500,517300,973800,868300,1915200
"12620",1283700,1064500,448000,442000,311900,913200,518500,977900,890300,1853400
"12621",1264500,969400,415400,445600,304300,839300,492500,976700,892100,1869500
"12622",1312200,1166100,483100,463600,332900,932100,524200,994800,876800,1949000
"12623",1280000,1028300,452600,437700,313000,903700,512400,974500,889700,1867600
"12624",1262900,1024100,427900,431500,308800,887000,511100,938200,861400,1847200
"12625",1252500,1054600,422700,429600,286900,864900,512800,961600,870200,1890600
"12626",1297000,1164300,494400,469600,344000,938400,521100,979900,860900,1904900
"12627",1292300,1120400,462500,445600,327100,917400,517200,973900,868300,1915100
"12628",1265400,1082100,431300,430100,300500,876800,512700,958500,867100,1870100
"12629",1252000,1053500,422600,429700,286800,864500,512600,961400,870000,1889400
"12630",1289800,989500,416000,457900,316600,885700,502800,991200,899300,1860800
"12631",1251600,1022600,417200,432600,289900,847500,500400,957800,876900,1857000
"12632",1267300,1020000,438800,435100,308100,898000,510200,969200,884700,1854900
"12633",1256800,1062200,418700,430600,294900,864100,509700,940900,857900,1830500
"12634",1291600,1119600,462500,445600,327000,917100,517100,973700,868000,1915000
"12635",1284600,1065100,448100,442100,312100,914200,519000,978700,891000,1855000
"12636",1306400,1176700,495500,468700,344100,947500,530900,993800,876400,1965700
"12637",1288900,1064700,446500,441100,320200,915400,520300,962800,881800,1877300
"12638",1277500,1030200,420700,431200,297600,861100,511800,957300,874800,1864600
"12639",1306700,1176800,495700,468800,344100,947600,530900,993900,876400,1965700
"12640",1312200,1165600,482900,463500,333000,932000,524100,994600,876600,1948700
"12641",1292500,1099900,465000,443900,326800,906300,513400,976500,870300,1871200
"12642",1258400,1090100,415900,429000,286600,856700,508600,941300,861400,1826800
"12643",1292300,1120000,462600,445800,327100,917400,517300,973900,868000,1915700
"12644",1252000,1053700,422600,429800,286800,864300,512600,961400,869900,1889100
"12645",1280500,1027700,452600,437700,312900,903600,512400,974400,889900,1867500
"12646",1268000,1020500,439000,435100,308200,898300,510200,969300,884900,1854900
"12647",1262500,1023900,427900,431200,308700,886300,511100,938000,861100,1846900
"12648",1257900,1089800,415800,428800,286600,856700,508200,940800,861100,1826500
"12649",1252000,1024400,417300,432900,289900,848300,500800,957600,876600,1858300
"12650",1292100,1099600,464900,443800,326700,906000,513200,976400,869900,1871400
"12651",1267500,1020000,438700,435000,308000,897800,510000,969000,884500,1853500
"12652",1265600,1082300,431400,430100,300500,876900,512800,958600,867300,1869100
"12653",1257600,1090400,415700,428600,286500,856500,508100,940800,860800,1825600
"12654",1262300,1024000,427900,431200,308700,886100,510900,937900,860800,1846800
"12655",1292000,1099300,464900,443600,326500,905500,513200,976000,869600,1871100
"12656",1264700,968700,415700,446200,304800,839500,492300,976800,892500,1869600
"12657",1292000,1119600,462600,445700,327100,917600,517300,974000,868300,1915400
"12658",1256100,1061500,418600,430600,294900,863600,509400,941000,857700,1829600
"12659",1253000,1054700,422900,430000,287100,864800,512900,961600,870100,1890400
"12660",1291600,1099100,464900,443600,326500,905200,513100,975900,869500,1871000
"12661",1284200,1063800,447900,442300,312100,913500,518700,978000,890500,1854500
"12662",1267700,1019700,438500,434900,308000,897300,510000,968800,884400,1853400
"12663",1255700,1061400,418400,430300,294700,863100,509200,940900,857500,1829100
"12664",1296700,1165200,494600,469700,344200,938600,521200,980100,861200,1905400
"12665",1289800,988900,416100,458000,316500,886000,502700,991300,899400,1859100
"12666",1244700,1072000,422700,424500,293800,871600,510700,962500,869800,1857800
"12667",1267100,1019100,438200,434700,307800,896900,509700,968600,884000,1852900
"12668",1288600,1063700,446300,441100,320300,915200,520000,962500,882100,1877600
"12669",1291400,1120200,462600,445700,327100,917300,517300,974100,868400,1914900
"12670",1277500,1030100,420700,431400,297400,861200,512000,957500,875200,1864400
"12671",1264500,967400,415500,446100,304400,839200,492200,976800,892500,1869600
"12672",1280100,1031500,452700,438000,313000,904300,512700,975100,890000,1867900
"12673",1263000,1024600,428100,431400,309000,886700,511200,938400,861100,1847500
"12674",1313300,1165400,482800,463700,333100,932600,523900,995100,877000,1949100
"12675",1265900,1082800,431700,430400,300500,877400,513100,958800,867700,1868700
"12676",1306500,1177400,495700,468800,344200,947800,531100,993800,876500,1966200
"12677",1244700,1073800,422900,424600,293800,871900,510900,962600,869900,1857600
"12678",1251700,1023400,417500,433200,289800,847500,500800,957800,876900,1858400
"12679",1291300,1119700,462600,445700,327000,917200,517300,974200,868200,1916100
"12680",1262600,1025100,428100,431600,309000,886900,511400,938400,861100,1847200
"12681",1264400,966900,415500,446000,304200,839200,492100,976600,892500,1869800
"12682",1312800,1164700,482700,463700,333100,932300,523900,994700,877000,1948600
"12683",1284100,1064400,447700,442400,312100,913500,518600,978100,890500,1854800
"12684",1257800,1091300,415700,428900,286600,856900,508800,941100,860800,1827000
"12685",1280900,1031600,453000,438300,313000,904900,513200,975000,890400,1867900
"12686",1255800,1061800,418400,430200,294700,863300,509300,942000,857900,1829200
"12687",1262100,1024300,428000,431500,309000,886600,511300,938200,860800,1847100
"12688",1297100,1165000,494800,469900,344200,938800,521300,980200,861300,1905600
"12689",1281300,1032500,453100,438300,313000,905300,513200,975300,890300,1867700
"12690",1277900,1031000,420900,431600,297500,861400,512300,957700,875400,1865100
"12691",1264400,966800,415400,445900,304200,839000,492100,976500,892300,1870300
"12692",1253300,1055200,423200,430200,287200,864800,513000,961600,870200,1891200
"12693",1262600,1024300,428000,431500,309100,886800,511400,938100,861200,1847000
"12694",1253400,1055500,423200,430300,287200,865100,513000,961800,870500,1891500
"12695",1277600,1030700,420800,431600,297400,861500,512000,957700,875300,1865300
"12696",1289700,989600,416100,458100,316600,885800,502700,991200,899400,1858100
"12697",1291500,1099100,464700,443700,326500,905000,513100,975800,869400,1870100
"12698",1281100,1032400,453000,438200,312900,904700,513300,975200,890200,1867700
"12699",1266100,1083200,431700,430500,300600,877300,513000,959000,867800,1868200
"12700",1259400,1090400,416000,428800,286700,857300,509200,941400,861600,1828300
"12701",1288300,1063600,446400,440900,320200,914800,519900,962100,882000,1877800
"12702",1306700,1178100,495900,468900,344200,948200,531200,994100,876700,1966000
"12703",1262000,1023600,427800,431200,308900,886700,511000,937800,860800,1846900
"12704",1266200,1083800,431900,430600,300700,877500,513200,959100,868000,1868800
"12705",1312500,1163600,482600,463600,333100,931700,523500,994600,876600,1948100
"12706",1290200,989300,416200,458100,317000,885900,502800,991200,899400,1859700
"12707",1255500,1061400,418300,430200,294600,863300,509100,942000,857700,1828900
"12708",1291200,1120300,462800,445800,327100,917000,517300,974200,868500,1915500
"12709",1307000,1178300,496000,469000,344100,948100,531300,994300,876700,1966500
"12710",1288500,1063600,446300,441000,319900,914900,519900,962400,882100,1877500
"12711",1250900,1018500,416800,432700,289500,846800,500000,957800,877000,1858700
"12712",1291600,1099000,464800,443700,326500,905100,513100,975900,869500,1870000
"12713",1267000,1018600,438300,434800,307600,897200,510000,968000,883800,1852400
"12714",1284300,1065200,447700,442300,312300,913700,518500,978000,890600,1855800
"12715",1259400,1090500,416300,429100,286800,857900,509400,941600,862100,1829300
"12716",1297200,1164700,494700,469700,344300,939000,521300,980100,861400,1905600
"12717",1290800,1099000,464600,443600,326400,904600,512900,975500,869300,1870300
"12718",1262100,1023800,427800,431000,308900,886400,510800,938000,860800,1846900
"12719",1263600,964900,415200,445800,304100,839000,491900,976600,891700,1869700
"12720",1281100,1030900,453200,438200,313000,904700,513000,975000,890400,1867400
"12721",1250500,1018100,416800,432300,289400,846300,500000,957300,876600,1858700
"12722",1291300,1119900,462700,445900,327100,916800,517200,974100,868500,1915600
"12723",1280600,1030900,452900,438100,312900,904200,512800,974800,890000,1866900
"12724",1288300,1063900,446300,440800,319600,914600,519900,962300,882100,1877500
"12725",1259400,1089300,416200,428800,286600,857500,508900,941400,861500,1827900
"12726",1267400,1020700,438500,434900,307900,897400,510400,968300,884100,1853500
"12727",1290800,1098400,464600,443600,326200,904500,512900,975500,869300,1870300
"12728",1284300,1064800,447800,442300,312300,914100,518600,977900,890600,1856200
"12729",1255600,1062200,418300,430100,294300,863200,509200,942300,857900,1829200
"12730",1312700,1163800,482600,463600,333100,931500,523600,994900,876600,1948500
"12731",1291000,1119500,462500,445700,327000,916600,517000,973800,868300,1915500
"12732",1280600,1031000,452800,438200,312900,904300,512800,974800,890000,1866400
"12733",1290400,1097600,464200,443300,326000,903900,512600,975000,868900,1869300
"12734",1262100,1025200,428100,431000,308900,887000,511300,938300,861000,1847500
"12735",1290900,1098100,464300,443300,326000,904000,512700,975300,869100,1869900
"12736",1262700,1025300,428100,431400,308900,887300,511500,938500,861400,1847800
"12737",1288100,1063600,446000,440700,319600,914100,519800,962100,882000,1877300
"12738",1259500,1092500,416400,429000,287000,858200,509400,941300,862000,1828800
"12739",1290900,1120000,462600,445700,327000,916800,517100,973900,868600,1914600
"12740",1253200,1055400,422900,430000,287200,864600,512800,961700,870200,1890700
"12741",1290000,990600,416600,458200,316900,885800,503100,991300,899200,1859400
"12742",1250100,1018900,416700,432200,289300,846000,499600,957200,876500,1858400
"12743",1244500,1072600,422800,424500,294000,871800,510900,963000,870200,1858400
"12744",1263700,966500,415100,445900,304200,839100,492000,976800,892200,1871000
"12745",1277600,1031800,420400,431400,297000,861100,512200,957500,875000,1865100
"12746",1291000,1099000,464500,443400,326200,904400,512700,975300,869200,1869600
"12747",1280700,1030000,452600,438100,313000,904200,512500,974800,890000,1866000
"12748",1244700,1073100,422800,424700,294000,871900,511100,963000,870400,1859200
"12749",1266200,1084600,431900,430700,300600,877500,513500,959300,868100,1869000
"12750",1313500,1165200,483000,463900,333500,932400,523900,995200,877300,1949000
"12751",1262300,1024900,427900,431300,308900,887100,511200,938400,861100,1847500
"12752",1297300,1164400,494600,469800,344200,938800,521200,980100,861000,1905000
