"BRK.B","CELG","DOW","EMR","HAL","MA","MRK","PEP","PM","SPG"
"9777",1294100,1098100,467400,445000,325600,907200,511900,978800,869900,1880400
"9778",1258500,1013800,425200,431800,307500,880900,506400,936300,855800,1831900
"9779",1285600,985900,414000,456400,315100,887300,502300,990300,899000,1837200
"9780",1278300,1022300,451000,436300,312000,900400,511000,974800,888600,1867500
"9781",1291600,1124100,465000,446800,329900,914200,518100,974200,873200,1923700
"9782",1279200,1023900,451300,436600,312200,901500,511500,975400,889200,1869100
"9783",1280500,1056700,444000,439300,315600,910700,519500,962000,877000,1861300
"9784",1279700,1024700,451200,436600,312100,901300,511400,975500,889200,1869200
"9785",1248000,1062900,409700,420400,283600,850500,502200,934500,851000,1797600
"9786",1315900,1169300,483900,464900,334600,936800,525600,996700,881800,1961000
"9787",1279200,1025200,451100,436500,312000,900900,511300,975400,889000,1868800
"9788",1259500,1036900,424200,438400,296000,857300,508400,967100,885900,1869500
"9789",1272600,1018000,418200,428100,296400,858600,509000,952200,870100,1859000
"9790",1263500,1018000,438700,436200,310100,895100,511800,968500,885300,1863900
"9791",1298100,1169100,499400,472300,341800,942800,526100,983000,864800,1915900
"9792",1247700,1063200,409500,420200,283400,850600,502100,934600,850900,1798500
"9793",1253500,1077000,425300,425900,295000,878500,511600,965100,871000,1866500
"9794",1280300,1056400,443900,439200,315700,910600,519400,961800,876900,1861300
"9795",1258500,1012800,425100,431500,307500,880700,506300,936300,855900,1831300
"9796",1286300,986100,413900,456600,315100,887400,502400,990600,899100,1837200
"9797",1294300,1098100,467300,445100,325700,907000,511900,978700,870000,1880300
"9798",1258200,1012900,424900,431200,307500,880400,506000,936100,855600,1831100
"9799",1280100,1055300,443900,438800,315300,910200,519300,961700,876800,1861200
"9800",1293700,1097700,466900,445000,325800,906700,511600,978300,869800,1879800
"9801",1298400,1169400,499600,472400,341600,942700,526000,983000,864800,1916300
"9802",1291400,1123600,464700,446600,329900,914000,517900,973900,872900,1923300
"9803",1264000,1019100,439200,436400,310400,895600,511800,968400,885900,1865400
"9804",1272300,1088400,432100,430300,299900,878700,512900,961500,868800,1875200
"9805",1315300,1168800,483600,464700,334600,935900,525300,996200,881400,1960400
"9806",1294600,1098100,466900,445000,325800,906700,511700,978300,869900,1879800
"9807",1248000,1063900,409900,420500,283700,850500,502400,935100,851100,1799400
"9808",1277700,1038800,447500,437600,308700,905800,513700,974400,888600,1853000
"9809",1253700,1079100,425300,426100,294800,878900,511800,965300,870900,1867000
"9810",1258300,1013400,425000,431300,307700,880300,506200,936100,855600,1830900
"9811",1280500,1055500,444000,438800,315500,910600,519300,961700,876900,1861400
"9812",1272600,1018400,418200,428200,296500,858900,509200,952200,870800,1860000
"9813",1259800,1037100,424200,438300,296100,857500,508600,967300,885900,1869600
"9814",1306700,1184200,495700,469600,344700,954600,534000,997000,881700,1963100
"9815",1291500,1123200,464500,446500,329800,913700,518100,973900,872600,1923500
"9816",1279000,1025300,450700,436600,312400,901400,511300,975100,888900,1869400
"9817",1253400,1060600,415800,428000,291700,861400,507500,938200,853700,1808800
"9818",1258400,1013600,425000,431300,307700,880700,506200,936200,855500,1830800
"9819",1247900,1065000,410200,420700,283900,851000,503000,935200,851700,1800200
"9820",1265500,975800,416500,445000,302600,841000,491600,978100,896300,1882000
"9821",1277900,1037200,447300,437600,308900,906100,513800,974500,888700,1853400
"9822",1256700,1059600,424600,430400,289300,867900,513600,961900,869900,1891700
"9823",1295500,1098100,467100,445100,325800,906900,511800,978600,870200,1881000
"9824",1258200,1013200,424800,431100,307700,880200,506000,935700,855200,1831500
"9825",1254900,1079400,425800,426400,294800,879600,512200,965800,871300,1867000
"9826",1272500,1088400,432300,430300,299900,879000,513000,961800,868900,1874300
"9827",1278200,1025200,450500,436300,312400,901000,510900,974500,888600,1868000
"9828",1281100,1056900,444200,439000,316000,911100,519600,961900,877000,1861800
"9829",1252800,1059700,415600,428100,291300,861000,507300,938100,853900,1808500
"9830",1247500,1063900,409600,420700,283500,850100,502600,934800,851400,1801100
"9831",1315800,1168500,483600,464600,334500,935900,525100,996300,881400,1960200
"9832",1257900,1012700,424600,430900,307500,880000,505900,935700,855400,1831500
"9833",1272200,1087800,432200,430200,299600,878400,512900,961600,868700,1873200
"9834",1247200,1063500,409300,420500,283200,850000,502500,934600,851300,1800500
"9835",1278600,1025500,450600,436400,312200,900900,510900,974800,888400,1868500
"9836",1272300,1018000,418500,428200,296400,858700,509000,952600,870800,1860800
"9837",1278100,1036900,447300,437500,308800,906000,513600,974500,888500,1853900
"9838",1255500,1079900,426000,426600,294900,879500,512200,965900,871400,1869100
"9839",1306500,1183900,495300,469500,344400,954300,533700,997000,881400,1962800
"9840",1260700,1037700,424500,438700,296400,857800,508900,967700,886400,1870600
"9841",1291300,1122600,464200,446300,329800,913300,517700,973400,872300,1922500
"9842",1265300,976100,416600,445000,302300,840600,491700,978600,896400,1882000
"9843",1273200,1019400,418600,428300,296400,859000,509200,953000,870700,1861900
"9844",1297000,1098100,467000,445300,325900,907100,511700,978400,869800,1880700
"9845",1280500,1056200,444200,438900,316100,911300,519700,961600,876900,1861500
"9846",1257200,1011600,424300,430800,307500,879300,505700,935500,855200,1829900
"9847",1298000,1168000,499400,472100,341800,942500,525600,982400,864500,1915600
"9848",1291000,1121500,464000,446000,329600,912700,517600,973200,872000,1921500
"9849",1278400,1026000,450500,436400,312200,900700,511000,974700,888400,1869200
"9850",1297000,1097700,467200,445200,325900,907100,511700,978400,870000,1880200
"9851",1280800,1056800,444300,439000,315900,911700,519800,961800,877300,1861800
"9852",1247000,1061300,408800,420100,282700,849200,502400,934900,851300,1799900
"9853",1297700,1167600,499400,472000,341700,942000,525400,982000,864200,1914200
"9854",1277900,1036100,446900,437400,308600,905500,513200,974000,888000,1852500
"9855",1264500,1020600,439400,436600,310300,896000,512300,968900,886200,1865100
"9856",1253600,1062400,416100,428400,291600,862100,508000,938700,854500,1809600
"9857",1297000,1097000,466800,444900,325600,906800,511400,978000,869700,1879800
"9858",1257200,1057300,424500,430800,289300,867500,513300,961900,870200,1891700
"9859",1291000,1122000,464200,446000,329600,912800,517600,973200,871900,1922000
"9860",1272300,1088000,431900,429700,299500,878000,512700,961000,868300,1871500
"9861",1259500,1037100,424300,438200,296200,857200,508800,967600,885500,1869400
"9862",1247100,1062600,409000,420100,282900,849800,502400,935000,851500,1800300
"9863",1273600,1019300,418800,428400,296500,859300,509400,953100,870900,1861900
"9864",1253900,1062200,416000,428500,291800,862000,508000,938700,854600,1810500
"9865",1255700,1079100,426000,426700,294800,879800,512300,966200,871600,1869900
"9866",1281100,1057000,444400,439000,316100,912600,519900,962100,877900,1862500
"9867",1263600,1019100,439200,436500,310400,895200,511900,968700,885900,1863900
"9868",1316300,1168200,483600,464600,334500,936000,525100,996500,881700,1960300
"9869",1298000,1097700,466800,445100,325700,907100,511600,978500,870200,1880100
"9870",1290600,1122500,464100,446000,329800,913000,517800,973200,872000,1921400
"9871",1256900,1011500,424300,430700,307400,878700,505800,935500,854800,1829900
"9872",1259800,1038300,424500,438200,296100,856900,508600,967100,885400,1868800
"9873",1286400,986800,414100,456900,315500,887800,502400,991300,898700,1840900
"9874",1281300,1057100,444400,439300,316100,912500,520100,962200,878000,1863000
"9875",1306000,1184100,494900,469300,344300,954200,533500,997300,881300,1963300
"9876",1248000,1064200,409200,420500,283100,850400,502800,935100,852000,1800800
"9877",1291000,1122900,464200,446200,329800,913300,518000,973400,872400,1922000
"9878",1273500,1019500,418800,428500,296500,859100,509300,953100,871000,1862600
"9879",1256800,1010800,424200,430600,307200,878800,505900,935500,854800,1829800
"9880",1247900,1062000,409100,420100,282800,849300,502300,934500,851700,1800000
"9881",1298000,1098700,467500,445300,325800,908000,511800,978700,870400,1880100
"9882",1259600,1038800,424100,438100,295900,856400,508600,967000,885000,1868500
"9883",1297700,1167600,499200,471900,341600,942000,525300,982200,864400,1915000
"9884",1291500,1123600,464500,446400,329900,913700,518000,973700,872600,1922900
"9885",1247000,1061700,408400,419800,282500,849600,502100,934400,851600,1799800
"9886",1263100,1018000,438800,436400,310200,895000,511500,968200,885800,1863600
"9887",1256600,1011000,424200,430600,307000,878900,505700,935300,854800,1829000
"9888",1259500,1038200,424000,437600,295900,856400,508400,966900,885000,1868800
"9889",1278600,1028300,450600,436100,312300,900700,511000,974200,887800,1869000
"9890",1257200,1057200,424700,430800,289300,867600,513000,962000,870200,1891600
"9891",1299000,1098300,467500,445200,325700,908100,511800,978800,870400,1880500
"9892",1254700,1065200,416300,428700,292000,862800,508600,939300,855500,1811700
"9893",1291200,1122900,464500,446300,329800,913700,517900,973400,872600,1922900
"9894",1266100,976100,417000,445700,302500,842100,492300,978600,896600,1883300
"9895",1273000,1019400,418800,428500,296500,859100,508900,952300,870900,1861800
"9896",1286500,987500,414100,457000,315600,888100,502700,991300,899000,1841100
"9897",1297300,1166200,499200,471700,341500,941600,525200,981600,864400,1914700
"9898",1291700,1123700,464700,446400,329900,914000,518100,974000,873100,1923200
"9899",1263000,1017900,438900,436300,310300,894900,511100,967800,885100,1863300
"9900",1297500,1098500,467300,445300,325700,908000,512000,978900,870100,1880300
"9901",1256500,1009400,424100,430500,307100,878700,505500,935000,855100,1828700
"9902",1246800,1059500,408200,419800,282000,849200,501700,934100,851500,1799000
"9903",1254700,1065700,416300,429000,292200,863500,508500,939200,855300,1811200
"9904",1260000,1039500,424400,437700,296000,856500,508900,967400,885300,1869100
"9905",1255400,1077800,425400,426400,294900,879100,512100,966100,872200,1868500
"9906",1316000,1168300,483800,464400,334800,935900,525300,996200,881100,1959900
"9907",1262800,1017300,438700,436200,310100,894500,511100,967500,884900,1863100
"9908",1246500,1058500,408000,419600,281700,849000,501500,934200,851400,1798800
"9909",1278000,1028900,450300,435900,312200,900200,511000,973900,887600,1869000
"9910",1272600,1019500,418600,428500,296200,859100,509000,952300,871000,1861400
"9911",1291700,1123300,464300,446400,329900,913600,517800,974000,873000,1922100
"9912",1306500,1183800,495100,469500,344400,953900,533200,997100,881600,1964100
"9913",1262800,1017600,438700,436300,310200,894500,511200,967800,885500,1863700
"9914",1259600,1039400,424000,437700,296200,855900,508600,967000,884900,1868800
"9915",1270700,1087300,431500,429200,299300,876500,512100,960500,867800,1870600
"9916",1285700,987100,413700,456900,315800,888500,502600,991100,898500,1840800
"9917",1297800,1099500,467900,445500,325700,908000,512400,979200,870600,1880400
"9918",1277900,1035900,446900,437000,308600,905800,513400,974300,888100,1852800
"9919",1246800,1058400,408200,419500,281800,848900,501400,934200,851400,1798800
"9920",1255900,1008500,424000,430300,307100,878600,505400,934900,854600,1829000
"9921",1255800,1078800,425700,426700,294700,879300,512300,966300,872300,1869400
"9922",1266400,973800,417000,445800,302700,842100,492200,978600,896500,1882200
"9923",1262700,1018500,438800,436300,310400,895100,511300,968000,885900,1864000
"9924",1246700,1058100,408000,419500,281800,849000,501400,934200,851000,1798600
"9925",1291700,1122600,464400,446500,329800,913500,517600,973400,873000,1922700
"9926",1266000,973800,416700,445700,302700,841900,492000,978500,896400,1881400
"9927",1306600,1183800,495200,469400,344400,953700,533200,996900,881300,1964200
"9928",1256000,1009000,423900,430400,307300,878600,505300,934400,854500,1828500
"9929",1296800,1165000,498700,471200,341400,940800,524900,980800,863300,1912900
"9930",1272900,1020100,418800,428500,296400,858900,509200,952700,871100,1860700
"9931",1297600,1099900,467700,445400,325700,908300,512600,979200,870300,1880400
"9932",1255700,1008400,423800,430300,307000,878200,505200,934400,854400,1828500
"9933",1285600,986500,413500,456700,315600,888200,502500,990800,898400,1838400
"9934",1292200,1123000,464500,446600,329900,914100,517900,973900,873400,1923100
"9935",1262400,1017700,438600,436100,310300,894300,510900,967500,885300,1862400
"9936",1260700,1041000,424600,438300,296100,856800,509100,967900,886200,1870000
"9937",1246700,1059700,408200,419600,282000,849200,501500,934600,851100,1798500
"9938",1255500,1008900,423700,430300,307000,878400,505200,934400,854400,1828800
"9939",1273300,1020300,418900,428600,296500,859500,509200,952900,871200,1861300
"9940",1270600,1087800,431500,429200,299300,876800,512100,960500,868000,1870000
"9941",1277900,1035800,446700,437100,308500,905800,513400,974200,887900,1852900
"9942",1262200,1016800,438400,435900,310100,894200,510800,967400,885300,1861400
"9943",1278100,1028600,450300,435700,312100,900400,511000,973900,887900,1868300
"9944",1281200,1057100,444600,439700,315600,912500,519800,962100,878000,1862800
"9945",1306300,1184000,495200,469700,344400,953500,533100,996700,881100,1964300
"9946",1256200,1009900,424300,430400,307100,878700,505400,934500,854500,1829300
"9947",1261700,1015600,438400,435800,310000,893700,510500,967000,885200,1861700
"9948",1246800,1059100,408000,419500,282000,849100,501500,934500,851000,1798900
"9949",1297100,1100000,467600,445400,325300,908500,512600,979200,870700,1880700
"9950",1285900,987500,413600,456700,315800,888400,502500,991000,898700,1837600
"9951",1297000,1164700,498500,471200,341200,941300,525100,981100,863500,1913700
"9952",1255800,1079400,425800,426600,294400,879700,512100,966500,872300,1869500
"9953",1278000,1028200,450300,435600,312300,900100,511100,973700,887600,1867900
"9954",1281200,1057600,444400,439500,315500,912400,519800,961900,878200,1863800
"9955",1246700,1058200,408200,419300,282000,848800,501700,934400,850800,1798000
"9956",1246000,1057700,408100,419200,281800,848700,501600,934400,850700,1797700
"9957",1255400,1079100,425500,426400,294400,879500,512000,966300,872100,1869500
"9958",1292100,1122200,464500,446600,329900,913500,517800,973600,872900,1922200
"9959",1297200,1099600,467600,445400,325200,908200,512300,978600,870000,1880400
"9960",1278100,1036700,447000,437000,308300,906600,513800,974700,888500,1853000
"9961",1272900,1020500,418900,428400,296200,859500,509300,952900,871300,1861100
"9962",1315600,1168000,483500,464300,334600,935800,525400,996000,880700,1959400
"9963",1280800,1057000,444100,439200,315200,911600,519500,961700,877800,1862700
"9964",1246200,1058500,408100,419200,281900,848800,501800,934500,850800,1798100
"9965",1278400,1037000,447200,437300,308500,906900,513900,974900,888700,1853200
"9966",1271000,1089200,431800,429400,299300,877300,512300,960900,868000,1869600
"9967",1260400,1041700,424000,438100,295800,855600,509200,967800,885900,1870400
"9968",1256600,1010000,424500,430600,307100,879900,505800,934600,854600,1829200
"9969",1306600,1183500,495100,469500,344300,953300,533000,996700,881000,1964500
"9970",1255100,1067600,417000,429600,292800,864500,509300,940100,855900,1814700
"9971",1315400,1167800,483300,464100,334500,935400,525300,995700,880200,1959000
"9972",1255400,1079300,425500,426200,294400,879100,511900,966200,872100,1869000
"9973",1261100,1015900,437800,435300,309900,892400,510200,966300,884500,1860100
"9974",1271100,1089600,432100,429600,299500,877700,512500,960900,868000,1871100
"9975",1261100,1015200,437800,435400,309800,892300,510200,965900,884200,1860100
"9976",1266400,971200,416600,445500,302400,842100,492000,978900,896200,1882300
"9977",1278400,1037800,447100,437400,308700,907200,514100,975200,888700,1853800
"9978",1272900,1020600,419000,428400,296200,859300,509300,952800,871200,1861000
"9979",1280900,1057100,444200,439200,315000,911700,519500,961700,877700,1862700
"9980",1278700,1038000,447200,437500,308800,907700,514300,975300,888900,1854000
"9981",1296800,1100200,467600,445400,325000,908100,512300,978700,870000,1880600
"9982",1246400,1060000,408100,419300,281800,848800,501900,934600,850500,1797500
"9983",1286400,987000,413600,456400,316000,888100,502600,991400,899100,1836600
"9984",1296800,1164200,498300,471000,341300,941100,525000,981100,863000,1912800
"9985",1291900,1122200,463900,446500,329800,913900,517600,973400,873400,1922000
"9986",1260600,1040300,423900,438300,295800,855700,509000,967500,885700,1868800
"9987",1306100,1182900,495100,469400,344400,953200,532800,996300,880700,1963800
"9988",1256500,1010600,424500,430500,307300,879700,506000,934600,854800,1830000
"9989",1278600,1038400,447000,437600,308700,907300,514400,975200,888900,1853600
"9990",1316000,1167900,483500,464100,334400,935900,525300,995900,880000,1958600
"9991",1254600,1066600,416400,429000,292300,863300,508700,939400,855500,1814900
"9992",1260700,1014600,437600,434900,309900,891800,509900,965500,883400,1860400
"9993",1281000,1056500,444300,439200,315000,911700,519400,961600,877500,1863400
"9994",1291400,1121400,463900,446300,329700,913300,517400,973100,873100,1921000
"9995",1255300,1066900,416600,429100,292600,863600,508900,939700,855800,1814900
"9996",1259900,1040600,424100,438400,295900,855700,508900,967100,885500,1868800
"9997",1266200,970600,416600,445500,302500,841200,491800,978700,896300,1881400
"9998",1260800,1015100,437700,434900,309900,891900,509900,965500,883500,1860500
"9999",1316500,1168600,483700,464400,334500,936700,525500,996200,880200,1960000
"10000",1256400,1010000,424500,430600,307400,879900,506100,934700,855200,1830000
"10001",1278800,1039400,447000,437600,308900,907200,514900,975400,889100,1854000
"10002",1291700,1120800,463900,446400,329600,913700,517400,973100,873100,1921200
"10003",1295800,1100100,467400,445200,324800,908000,512100,978400,869900,1880100
"10004",1296200,1163900,497900,470900,341300,940600,524800,980600,862700,1911800
"10005",1245200,1057200,408000,418800,281700,847600,501500,933900,850100,1796800
"10006",1246000,1058500,408000,419100,281900,848100,501800,934500,850700,1797900
"10007",1260500,1014200,437500,434700,309900,891600,509600,965600,883000,1859800
"10008",1281200,1058200,444400,439400,315300,912000,519500,961600,877600,1864100
"10009",1272700,1019700,418900,428400,296300,858600,509400,952700,871300,1860400
"10010",1266100,970900,416800,445600,302500,841400,491800,978600,896200,1882800
"10011",1295900,1162800,497800,470700,341100,940300,524500,980000,862500,1911700
"10012",1260200,1012500,437300,434400,309700,890800,509300,965000,882300,1859300
"10013",1278000,1026000,450600,435700,312500,900400,510800,973900,888000,1868000
"10014",1255000,1077700,425100,426100,294500,879300,512100,966200,872300,1870100
"10015",1260600,1040600,424200,438200,295900,855800,508900,967000,885700,1868800
"10016",1306300,1182500,495000,469300,344400,952900,532700,996400,880500,1964600
"10017",1260500,1013600,437200,434400,309700,891400,509300,964900,882300,1858900
"10018",1254700,1077400,425000,426100,294400,879000,512000,966100,872200,1868700
"10019",1245400,1058900,408000,419100,281700,848000,501700,934400,850400,1797100
"10020",1257600,1056800,425000,430900,288500,867500,513100,963300,870400,1891400
"10021",1245000,1057400,407500,418900,281500,847600,501500,934200,850200,1797500
"10022",1279300,1040000,447200,437700,308500,908000,515200,975800,889200,1855000
"10023",1271300,1089100,432000,429900,299800,877700,512500,960700,868300,1870900
"10024",1290500,1120100,463600,445900,329600,913300,516900,972400,872200,1920000
"10025",1315900,1167900,483700,464400,334600,936300,525400,996100,880400,1959500
"10026",1281200,1057800,444300,439300,315300,912400,519700,961700,878000,1863700
"10027",1246000,1058100,407700,419100,281600,847700,501800,934500,850300,1797300
"10028",1277900,1025800,450800,435900,312700,900600,511100,974100,888200,1867600
"10029",1255900,1011400,425100,430900,307500,880700,506200,935000,855800,1830100
"10030",1253900,1064200,415900,428700,292500,862500,508400,939500,855100,1813800
"10031",1260300,1042000,424400,438400,296200,856500,509200,967200,886300,1870200
"10032",1260600,1013800,437000,434300,309500,891600,509300,965200,882500,1859100
"10033",1273400,1020800,419500,428700,296300,859400,509600,953200,871500,1860600
"10034",1291000,1120700,463600,446100,329600,913800,517000,972700,872700,1921000
"10035",1296000,1100500,467600,445300,324800,908300,512200,978300,869900,1880500
"10036",1266300,970100,416700,445600,302400,841000,491900,978800,896400,1882100
"10037",1286100,985600,413300,456200,315400,888100,502500,992000,899500,1838200
"10038",1246400,1059400,407800,419400,281800,848200,502100,934700,850700,1798200
"10039",1260300,1013100,437100,434500,309600,891200,508900,965000,882100,1858600
"10040",1260700,1040900,424300,438500,296000,856200,509100,967300,886000,1871100
"10041",1281400,1058000,444300,439500,315700,913000,519700,961700,878100,1864500
"10042",1290500,1119700,463200,445800,329500,913200,516600,972200,872200,1919700
"10043",1291300,1120100,463500,446000,329500,913700,517000,972600,872500,1920400
"10044",1256200,1011000,424800,430800,307600,880700,506100,935100,855800,1830100
"10045",1254000,1063700,415900,428200,292500,862400,508500,939700,855300,1814400
"10046",1260100,1012100,436800,434100,309600,890800,509100,964700,882500,1859000
"10047",1291600,1120800,463900,446400,329700,914200,517200,973100,873300,1921200
"10048",1281400,1057200,444100,439600,315500,913100,519600,961500,877900,1864000
"10049",1277800,1025100,450700,435900,312900,900200,510600,974000,888000,1867600
"10050",1253600,1062200,415900,428100,292300,862400,508400,939700,854900,1814500
"10051",1279200,1040700,447300,437700,308500,908100,515200,975500,889100,1854400
"10052",1260800,1041600,424700,438900,296400,857100,509400,967600,886200,1871100
"10053",1291700,1122100,463700,446400,329700,914300,517100,973300,873600,1921800
"10054",1266300,970900,416800,445800,302800,840600,491800,978800,896200,1881400
"10055",1260900,1040300,424200,438700,296200,856300,509100,967100,886000,1870200
"10056",1271200,1087800,432200,430300,299300,878000,512600,961000,868900,1870000
"10057",1255800,1010300,424700,430500,307600,879900,506100,935000,855700,1829900
"10058",1246700,1060000,407800,419500,281600,848000,502500,934900,850600,1798900
"10059",1296000,1162900,497600,470500,341100,940400,524700,980000,861900,1910600
"10060",1290900,1121200,463500,446400,329700,913800,517000,972800,873000,1921200
"10061",1281500,1057700,443900,439600,315400,912900,519700,961500,877900,1864300
"10062",1246900,1060800,407800,419600,281800,848200,502600,935000,850700,1799200
"10063",1254300,1062100,415900,428300,292500,862600,508200,939800,855000,1816000
"10064",1279700,1041300,447400,437800,308500,908400,515400,976400,889300,1854000
"10065",1255600,1009900,424500,430500,307700,879600,506000,935000,855400,1829700
"10066",1273300,1021200,419500,428500,296100,859100,509600,953300,871400,1861000
"10067",1315900,1168200,483400,464300,334300,936400,525400,996500,880600,1959200
"10068",1266500,970300,416600,445800,302700,840700,491800,978800,896100,1881500
"10069",1279400,1040900,447400,437800,308400,908200,515200,976100,889100,1853400
"10070",1295300,1100000,467300,445200,324600,907900,512100,978000,869400,1880400
"10071",1281400,1058000,444000,439600,315300,913100,519800,961700,878100,1864300
"10072",1256900,1055500,424500,430500,287800,867100,513000,962900,870200,1889300
"10073",1259000,1009700,436400,434100,309600,890100,509100,964300,881100,1856700
"10074",1296000,1163200,497600,470600,341300,940500,524800,979900,862100,1911800
"10075",1305700,1181300,494700,469100,344100,952200,532200,996400,880200,1964300
"10076",1294900,1100300,467200,445200,324500,907800,512100,978100,869500,1880400
"10077",1247400,1060600,408200,419900,282100,849100,502900,935200,850900,1799400
"10078",1258300,1009200,436100,433600,309500,889400,509000,964300,881000,1856100
"10079",1260700,1041200,424400,438500,296500,856500,509200,967100,886400,1870900
"10080",1280800,1057300,444000,439600,315100,912500,519700,961600,878000,1864000
"10081",1254800,1063800,416300,428500,292600,863300,508600,940300,855300,1816200
"10082",1306200,1181800,494800,469100,344100,952100,532400,996100,880000,1964100
"10083",1281300,1057000,443700,439400,315100,912600,519500,961500,878000,1863900
"10084",1256000,1010800,424700,430500,308000,880200,506100,934900,855700,1830100
"10085",1259900,1040000,423900,438300,296400,856200,509000,966900,886000,1869400
"10086",1278400,1026300,450900,436200,312800,900900,510800,974100,887900,1867200
"10087",1256700,1056000,424300,430700,287700,867200,512800,962700,869900,1889300
"10088",1286100,987600,413300,456300,315400,888300,502600,992300,899800,1839600
"10089",1258500,1010100,436300,433500,309500,890300,509400,964400,881100,1856600
"10090",1295500,1163500,497700,470800,341500,940600,524800,980000,862300,1911400
"10091",1279700,1040900,447500,437900,308400,908400,515200,976200,889000,1853500
"10092",1254800,1076700,425300,426100,294600,879200,511700,966000,872400,1867900
"10093",1255100,1064200,416500,428700,293200,863600,508700,940300,855500,1816900
"10094",1266200,971100,416500,445700,302700,841100,491900,978400,895600,1880600
"10095",1291400,1121800,463500,446600,329900,914500,517600,973500,873800,1921500
"10096",1259100,1011600,436600,433700,309600,890900,509500,964700,881400,1855000
"10097",1291600,1122100,463400,446400,329800,914100,517300,973500,873800,1922200
"10098",1273500,1021800,419500,428600,295900,859200,509600,953700,871900,1861600
"10099",1255900,1010100,424600,430300,308100,879700,506100,934900,855600,1830300
"10100",1280400,1041500,447800,437900,308400,909000,515300,976400,889300,1853900
"10101",1281100,1056200,443800,439600,315200,912400,519500,961600,878200,1864200
"10102",1294300,1100000,467300,445100,324500,907600,512000,977800,869700,1879900
"10103",1256500,1056100,424400,431100,287900,867500,512900,962700,870100,1889400
"10104",1260300,1041600,424400,438600,296700,856500,509200,967000,886400,1870400
"10105",1255500,1064000,416400,428700,293100,863100,508600,940600,855300,1817300
"10106",1315900,1168200,483500,464200,334300,936300,525400,996900,881300,1959700
"10107",1281400,1056200,443700,439500,315100,912100,519600,961500,878200,1864300
"10108",1246900,1060400,408200,419700,281800,848100,502400,934900,851000,1799200
"10109",1256400,1056500,424300,431100,287800,867400,512900,962700,870100,1888800
"10110",1259400,1012700,436800,433800,309600,891700,509500,964800,881700,1856400
"10111",1254500,1063300,416300,428700,293000,862900,508500,939800,854900,1816900
"10112",1295000,1099900,467200,445100,324500,907800,511900,977900,870100,1879700
"10113",1255100,1009800,424500,430100,307700,879300,505900,934600,855300,1830300
"10114",1285700,986800,413300,456200,315600,888000,502700,992200,899600,1840000
"10115",1254200,1062300,416300,428700,292800,862900,508500,940000,855100,1817100
"10116",1295700,1163100,497700,470800,341700,940600,524700,979900,862300,1911000
"10117",1273200,1020900,419500,428600,295900,859400,509500,953700,872000,1861200
"10118",1294800,1099800,467100,444900,324300,907600,511900,977900,869900,1880000
"10119",1260500,1040100,424300,438600,297000,856400,509200,966800,886000,1870800
"10120",1246800,1059700,408000,419800,281500,848100,502400,934700,850500,1799300
"10121",1315500,1168100,483400,464100,334000,936100,525500,996200,881200,1959300
"10122",1260000,1013100,437300,434300,309900,892300,509500,965600,882300,1857100
"10123",1254700,1076200,425400,426100,294600,879300,511300,966100,872300,1868500
"10124",1306900,1181600,494900,469400,344400,953200,532900,996500,880300,1965000
"10125",1281200,1056600,444000,439400,315100,912900,519700,961700,878300,1864000
"10126",1260100,1013900,437400,434400,310000,892600,509700,965900,882600,1858000
"10127",1246700,1058800,407900,419800,281400,847700,502400,934500,850500,1798300
"10128",1292000,1122600,463500,446900,329900,915200,517900,974400,874100,1923100
"10129",1246100,1058100,407800,419600,281200,847300,502200,934300,850200,1797500
"10130",1254500,1075600,425400,426000,294500,879200,511100,965900,872300,1869200
"10131",1272200,1086700,432000,430200,299700,878100,512800,961200,869000,1870200
"10132",1260800,1040800,424200,438600,297200,855600,509100,966500,886000,1870600
"10133",1306800,1181800,495100,469400,344300,953200,532900,996400,880200,1965000
"10134",1306800,1181700,495100,469400,344400,953100,532900,996500,880200,1964700
"10135",1295400,1162000,497600,470600,341600,939900,524300,979200,861600,1909600
"10136",1294700,1099200,467100,444800,324300,907300,511700,977800,870100,1879000
"10137",1316000,1168200,483500,464100,333900,936200,525400,996500,881400,1959100
"10138",1285600,985500,413300,456300,315400,888200,502200,992300,899800,1840000
"10139",1292200,1123500,464100,447100,330300,915600,518100,974900,874700,1922700
"10140",1259800,1014200,437200,434400,310000,892800,510000,965700,883000,1856900
"10141",1272600,1019000,418900,428200,295700,858900,509100,953400,872000,1861000
"10142",1281200,1056800,443900,439400,314900,912600,519700,961600,878200,1864900
"10143",1272100,1086900,431700,430200,299800,877900,512800,961300,869000,1870500
"10144",1254000,1075500,425200,426000,294400,877900,511000,965900,872100,1867300
"10145",1280400,1042700,447700,438000,308700,908900,515200,977100,889200,1853800
"10146",1265500,970800,416200,445800,302500,841000,491500,978200,895300,1881300
"10147",1259700,1039900,423800,438500,296900,855800,508900,966200,885700,1869100
"10148",1245800,1057400,407300,419400,281200,847700,501800,934200,850000,1797900
"10149",1254700,1063500,416400,428900,293300,863200,508700,940300,855200,1817500
"10150",1306400,1181700,495200,469300,344200,953000,532900,996300,879900,1964500
"10151",1292700,1124700,464300,447400,330400,915900,518400,975300,875100,1923800
"10152",1255600,1009700,424800,430200,307800,879900,506100,934400,855000,1831700
"10153",1294200,1098900,467000,444900,324200,907100,511700,977900,870000,1878700
